occurrence_id,decision_id,unit_id,semantic_unit_id,source_path,source_line_start,source_line_end,source_sha256,target_path,target_line_start,target_line_end,target_sha256,reader_status,printed_page,assembled_pdf_page
jv-Latn-ID-JV-T017-OCC-001,JV-T017,OLP-0007,OLP-0007-P008,upstream/content/sets-functions-relations/sets/important-sets.tex,45,60,ec2115fa48ea6c6684a65bdf2f504102ca0a74b40cf88293dfc12f4ab97ada02,translation/content/sets-functions-relations/sets/important-sets.tex,48,48,dd1c24aa0812ba695c1b8a5cd5c4899b99c0e99abff9f1313048fc80e558ea2d,pending,,
jv-Latn-ID-JV-T017-OCC-002,JV-T017,OLP-0007,OLP-0007-P008,upstream/content/sets-functions-relations/sets/important-sets.tex,45,60,ec2115fa48ea6c6684a65bdf2f504102ca0a74b40cf88293dfc12f4ab97ada02,translation/content/sets-functions-relations/sets/important-sets.tex,50,50,dd1c24aa0812ba695c1b8a5cd5c4899b99c0e99abff9f1313048fc80e558ea2d,pending,,
jv-Latn-ID-JV-T018-OCC-001,JV-T018,OLP-0008,OLP-0008-P004,upstream/content/sets-functions-relations/sets/unions-and-intersections.tex,9,10,e556ac6add69b1e6d41123eb05be4adb15f2dc120a3782a721caeab42dbc4529,translation/content/sets-functions-relations/sets/unions-and-intersections.tex,10,10,948bd842a4a9aa2a64153326afb26639b422dfc2aab58a854f6d25d9f4aca4da,pending,,
jv-Latn-ID-JV-T018-OCC-002,JV-T018,OLP-0008,OLP-0008-P004,upstream/content/sets-functions-relations/sets/unions-and-intersections.tex,9,10,e556ac6add69b1e6d41123eb05be4adb15f2dc120a3782a721caeab42dbc4529,translation/content/sets-functions-relations/sets/unions-and-intersections.tex,10,10,948bd842a4a9aa2a64153326afb26639b422dfc2aab58a854f6d25d9f4aca4da,pending,,
jv-Latn-ID-JV-T019-OCC-001,JV-T019,OLP-0008,OLP-0008-P028,upstream/content/sets-functions-relations/sets/unions-and-intersections.tex,162,168,e556ac6add69b1e6d41123eb05be4adb15f2dc120a3782a721caeab42dbc4529,translation/content/sets-functions-relations/sets/unions-and-intersections.tex,176,176,948bd842a4a9aa2a64153326afb26639b422dfc2aab58a854f6d25d9f4aca4da,pending,,
jv-Latn-ID-JV-T019-OCC-002,JV-T019,OLP-0008,OLP-0008-P014,upstream/content/sets-functions-relations/sets/unions-and-intersections.tex,71,79,e556ac6add69b1e6d41123eb05be4adb15f2dc120a3782a721caeab42dbc4529,translation/content/sets-functions-relations/sets/unions-and-intersections.tex,82,82,948bd842a4a9aa2a64153326afb26639b422dfc2aab58a854f6d25d9f4aca4da,pending,,
jv-Latn-ID-JV-T020-OCC-001,JV-T020,OLP-0009,OLP-0009-P005,upstream/content/sets-functions-relations/sets/pairs-and-products.tex,12,17,935f1e0e90dc783a1d5cb3298a38aa8df49af8b424e7282b27dc2ab4e9d85610,translation/content/sets-functions-relations/sets/pairs-and-products.tex,15,15,fa816fc2b1c094a5a0f429bcf8289e8522020b6fafbf33b78581c2d2aca9df6c,pending,,
jv-Latn-ID-JV-T020-OCC-002,JV-T020,OLP-0009,OLP-0009-P004,upstream/content/sets-functions-relations/sets/pairs-and-products.tex,9,10,935f1e0e90dc783a1d5cb3298a38aa8df49af8b424e7282b27dc2ab4e9d85610,translation/content/sets-functions-relations/sets/pairs-and-products.tex,10,10,fa816fc2b1c094a5a0f429bcf8289e8522020b6fafbf33b78581c2d2aca9df6c,pending,,
jv-Latn-ID-JV-T021-OCC-001,JV-T021,OLP-0010,OLP-0010-P004,upstream/content/sets-functions-relations/sets/russells-paradox.tex,10,11,aa8e94675f56112d8952b81d17968545b54c33393bfc466745edcaca30f4453a,translation/content/sets-functions-relations/sets/russells-paradox.tex,11,11,d915c7ef109727cc547504d43c31de56416d6cf20edf0718a2f5cd33453c0ec0,pending,,
jv-Latn-ID-JV-T021-OCC-002,JV-T021,OLP-0003,OLP-0003-P004,upstream/content/sets-functions-relations/sets-functions-relations-complete.tex,7,7,f5eb4b8801890604b79298e46a8327f34ca3bb9ed673d798ec3436d349f22926,translation/content/sets-functions-relations/sets-functions-relations-complete.tex,7,7,d16ba8577497a986f68e7e390b8b3ddda02a725bae62aad33e0a726db61d543c,pending,,
jv-Latn-ID-JV-T022-OCC-001,JV-T022,OLP-0005,OLP-0005-P012,upstream/content/sets-functions-relations/sets/basics.tex,73,92,232ff51f51e74fcfee836650f3c597b54bf10ba5363c648a0c05fe8222e4a865,translation/content/sets-functions-relations/sets/basics.tex,76,76,286ae2b34806efbcfc6163777624e1115c15c2497251e8b462b93bd86e86c9f9,pending,,
jv-Latn-ID-JV-T023-OCC-001,JV-T023,OLP-0012,OLP-0012-P004,upstream/content/sets-functions-relations/relations/relations-as-sets.tex,9,10,2a67c6fb4846155e8e7cd8172fd1fb8214db96d508ceae5d70dec95d5dfcc1ff,translation/content/sets-functions-relations/relations/relations-as-sets.tex,10,10,996d70e422fda72c1bfe1d39dbcfc92520c849b97ccdf76af8b05e05d2b2b3ee,pending,,
jv-Latn-ID-JV-T023-OCC-002,JV-T023,OLP-0012,OLP-0012-P009,upstream/content/sets-functions-relations/relations/relations-as-sets.tex,55,59,2a67c6fb4846155e8e7cd8172fd1fb8214db96d508ceae5d70dec95d5dfcc1ff,translation/content/sets-functions-relations/relations/relations-as-sets.tex,61,61,996d70e422fda72c1bfe1d39dbcfc92520c849b97ccdf76af8b05e05d2b2b3ee,pending,,
jv-Latn-ID-JV-T024-OCC-001,JV-T024,OLP-0014,OLP-0014-P006,upstream/content/sets-functions-relations/relations/special-properties.tex,23,26,006f2ea0d65e5069ef1509de94dd35a477ea835c19962da22f4bef48caffbee7,translation/content/sets-functions-relations/relations/special-properties.tex,26,26,a429ff097627cb643ce9ff5a8c6208774197310499fce2898e431733593415c0,pending,,
jv-Latn-ID-JV-T024-OCC-002,JV-T024,OLP-0014,OLP-0014-P013,upstream/content/sets-functions-relations/relations/special-properties.tex,69,72,006f2ea0d65e5069ef1509de94dd35a477ea835c19962da22f4bef48caffbee7,translation/content/sets-functions-relations/relations/special-properties.tex,75,75,a429ff097627cb643ce9ff5a8c6208774197310499fce2898e431733593415c0,pending,,
jv-Latn-ID-JV-T024-OCC-003,JV-T024,OLP-0014,OLP-0014-P007,upstream/content/sets-functions-relations/relations/special-properties.tex,28,31,006f2ea0d65e5069ef1509de94dd35a477ea835c19962da22f4bef48caffbee7,translation/content/sets-functions-relations/relations/special-properties.tex,31,31,a429ff097627cb643ce9ff5a8c6208774197310499fce2898e431733593415c0,pending,,
jv-Latn-ID-JV-T025-OCC-001,JV-T025,OLP-0014,OLP-0014-P008,upstream/content/sets-functions-relations/relations/special-properties.tex,33,36,006f2ea0d65e5069ef1509de94dd35a477ea835c19962da22f4bef48caffbee7,translation/content/sets-functions-relations/relations/special-properties.tex,36,36,a429ff097627cb643ce9ff5a8c6208774197310499fce2898e431733593415c0,pending,,
jv-Latn-ID-JV-T025-OCC-002,JV-T025,OLP-0014,OLP-0014-P009,upstream/content/sets-functions-relations/relations/special-properties.tex,38,42,006f2ea0d65e5069ef1509de94dd35a477ea835c19962da22f4bef48caffbee7,translation/content/sets-functions-relations/relations/special-properties.tex,41,41,a429ff097627cb643ce9ff5a8c6208774197310499fce2898e431733593415c0,pending,,
jv-Latn-ID-JV-T025-OCC-003,JV-T025,OLP-0014,OLP-0014-P014,upstream/content/sets-functions-relations/relations/special-properties.tex,74,77,006f2ea0d65e5069ef1509de94dd35a477ea835c19962da22f4bef48caffbee7,translation/content/sets-functions-relations/relations/special-properties.tex,80,80,a429ff097627cb643ce9ff5a8c6208774197310499fce2898e431733593415c0,pending,,
jv-Latn-ID-JV-T026-OCC-001,JV-T026,OLP-0014,OLP-0014-P011,upstream/content/sets-functions-relations/relations/special-properties.tex,57,60,006f2ea0d65e5069ef1509de94dd35a477ea835c19962da22f4bef48caffbee7,translation/content/sets-functions-relations/relations/special-properties.tex,61,61,a429ff097627cb643ce9ff5a8c6208774197310499fce2898e431733593415c0,pending,,
jv-Latn-ID-JV-T026-OCC-002,JV-T026,OLP-0014,OLP-0014-P005,upstream/content/sets-functions-relations/relations/special-properties.tex,12,21,006f2ea0d65e5069ef1509de94dd35a477ea835c19962da22f4bef48caffbee7,translation/content/sets-functions-relations/relations/special-properties.tex,22,22,a429ff097627cb643ce9ff5a8c6208774197310499fce2898e431733593415c0,pending,,
jv-Latn-ID-JV-T026-OCC-003,JV-T026,OLP-0016,OLP-0016-P014,upstream/content/sets-functions-relations/relations/orders.tex,82,85,79593789022fef31c0609b9c94856e2aef5cd5e88e92864e782bb6e6e5f4bce4,translation/content/sets-functions-relations/relations/orders.tex,96,96,ed186341e68120595422008bca45a08f292eb31b1a29d8910f717ad637610ea6,pending,,
jv-Latn-ID-JV-T027-OCC-001,JV-T027,OLP-0012,OLP-0012-P010,upstream/content/sets-functions-relations/relations/relations-as-sets.tex,61,106,2a67c6fb4846155e8e7cd8172fd1fb8214db96d508ceae5d70dec95d5dfcc1ff,translation/content/sets-functions-relations/relations/relations-as-sets.tex,90,90,996d70e422fda72c1bfe1d39dbcfc92520c849b97ccdf76af8b05e05d2b2b3ee,pending,,
jv-Latn-ID-JV-T027-OCC-002,JV-T027,OLP-0012,OLP-0012-P011,upstream/content/sets-functions-relations/relations/relations-as-sets.tex,108,118,2a67c6fb4846155e8e7cd8172fd1fb8214db96d508ceae5d70dec95d5dfcc1ff,translation/content/sets-functions-relations/relations/relations-as-sets.tex,126,126,996d70e422fda72c1bfe1d39dbcfc92520c849b97ccdf76af8b05e05d2b2b3ee,pending,,
jv-Latn-ID-JV-T027-OCC-003,JV-T027,OLP-0012,OLP-0012-P011,upstream/content/sets-functions-relations/relations/relations-as-sets.tex,108,118,2a67c6fb4846155e8e7cd8172fd1fb8214db96d508ceae5d70dec95d5dfcc1ff,translation/content/sets-functions-relations/relations/relations-as-sets.tex,124,124,996d70e422fda72c1bfe1d39dbcfc92520c849b97ccdf76af8b05e05d2b2b3ee,pending,,
jv-Latn-ID-JV-T028-OCC-001,JV-T028,OLP-0010,OLP-0010-P006,upstream/content/sets-functions-relations/sets/russells-paradox.tex,21,25,aa8e94675f56112d8952b81d17968545b54c33393bfc466745edcaca30f4453a,translation/content/sets-functions-relations/sets/russells-paradox.tex,23,23,d915c7ef109727cc547504d43c31de56416d6cf20edf0718a2f5cd33453c0ec0,pending,,
jv-Latn-ID-JV-T028-OCC-002,JV-T028,OLP-0010,OLP-0010-P006,upstream/content/sets-functions-relations/sets/russells-paradox.tex,21,25,aa8e94675f56112d8952b81d17968545b54c33393bfc466745edcaca30f4453a,translation/content/sets-functions-relations/sets/russells-paradox.tex,25,25,d915c7ef109727cc547504d43c31de56416d6cf20edf0718a2f5cd33453c0ec0,pending,,
jv-Latn-ID-JV-T028-OCC-003,JV-T028,OLP-0010,OLP-0010-P013,upstream/content/sets-functions-relations/sets/russells-paradox.tex,72,77,aa8e94675f56112d8952b81d17968545b54c33393bfc466745edcaca30f4453a,translation/content/sets-functions-relations/sets/russells-paradox.tex,87,87,d915c7ef109727cc547504d43c31de56416d6cf20edf0718a2f5cd33453c0ec0,pending,,
jv-Latn-ID-JV-T029-OCC-001,JV-T029,OLP-0091,OLP-0091-P007,upstream/content/first-order-logic/natural-deduction/proof-theoretic-notions.tex,20,29,12ae1ea4a864b9a42e5fb6addcfc552bb4b74c1ba2cadced427593e4ca52f8e3,translation/content/first-order-logic/natural-deduction/proof-theoretic-notions.tex,20,30,b195149af5ff76768f850fffe6122e680b7a1cf8a97caa46ba8e420994de197a,pending,,
jv-Latn-ID-JV-T029-OCC-002,JV-T029,OLP-0091,OLP-0091-P008,upstream/content/first-order-logic/natural-deduction/proof-theoretic-notions.tex,32,37,12ae1ea4a864b9a42e5fb6addcfc552bb4b74c1ba2cadced427593e4ca52f8e3,translation/content/first-order-logic/natural-deduction/proof-theoretic-notions.tex,33,38,b195149af5ff76768f850fffe6122e680b7a1cf8a97caa46ba8e420994de197a,pending,,
jv-Latn-ID-JV-T029-OCC-003,JV-T029,OLP-0024,OLP-0024-P016,upstream/content/sets-functions-relations/functions/inverses.tex,97,114,96e36d8cd8dc4ec0e73e9507147ecfe33d7e4f368ecf46de92efb423a7d409c1,translation/content/sets-functions-relations/functions/inverses.tex,102,119,b380483105d82f296d51b071adfd7de416b6b3991dc6125febb8b7a96209750b,pending,,
jv-Latn-ID-JV-T029-OCC-004,JV-T029,OLP-0048,OLP-0048-P021,upstream/content/sets-functions-relations/arithmetization/cauchy.tex,187,213,35d0a39913340eadcab7fb9d7742b56aef0d0f29868cd65eeca9dc53694e8ac2,translation/content/sets-functions-relations/arithmetization/cauchy.tex,195,221,22572f5a494ea558fc9cc0cc9b14e0c19a7b509d1cfd64e4d73fcf5a8826e5c5,pending,,
jv-Latn-ID-JV-T030-OCC-001,JV-T030,OLP-0015,OLP-0015-P005,upstream/content/sets-functions-relations/relations/equivalence-relations.tex,11,11,d9531aa5cd774c12090fbd5c9fb289181e93cf7e9a96ecf7d4fd3fcdf5d250c7,translation/content/sets-functions-relations/relations/equivalence-relations.tex,11,11,4d6c7a7655b849cfff6b9a1ff1f5ae5c285fb3eac574352ba87be1dc1b4ea8e3,pending,,
jv-Latn-ID-JV-T030-OCC-002,JV-T030,OLP-0015,OLP-0015-P008,upstream/content/sets-functions-relations/relations/equivalence-relations.tex,23,29,d9531aa5cd774c12090fbd5c9fb289181e93cf7e9a96ecf7d4fd3fcdf5d250c7,translation/content/sets-functions-relations/relations/equivalence-relations.tex,24,24,4d6c7a7655b849cfff6b9a1ff1f5ae5c285fb3eac574352ba87be1dc1b4ea8e3,pending,,
jv-Latn-ID-JV-T030-OCC-003,JV-T030,OLP-0015,OLP-0015-P009,upstream/content/sets-functions-relations/relations/equivalence-relations.tex,31,37,d9531aa5cd774c12090fbd5c9fb289181e93cf7e9a96ecf7d4fd3fcdf5d250c7,translation/content/sets-functions-relations/relations/equivalence-relations.tex,37,37,4d6c7a7655b849cfff6b9a1ff1f5ae5c285fb3eac574352ba87be1dc1b4ea8e3,pending,,
jv-Latn-ID-JV-T030-OCC-004,JV-T030,OLP-0015,OLP-0015-P008,upstream/content/sets-functions-relations/relations/equivalence-relations.tex,23,29,d9531aa5cd774c12090fbd5c9fb289181e93cf7e9a96ecf7d4fd3fcdf5d250c7,translation/content/sets-functions-relations/relations/equivalence-relations.tex,26,26,4d6c7a7655b849cfff6b9a1ff1f5ae5c285fb3eac574352ba87be1dc1b4ea8e3,pending,,
jv-Latn-ID-JV-T031-OCC-001,JV-T031,OLP-0016,OLP-0016-P006,upstream/content/sets-functions-relations/relations/orders.tex,22,25,79593789022fef31c0609b9c94856e2aef5cd5e88e92864e782bb6e6e5f4bce4,translation/content/sets-functions-relations/relations/orders.tex,24,24,ed186341e68120595422008bca45a08f292eb31b1a29d8910f717ad637610ea6,pending,,
jv-Latn-ID-JV-T031-OCC-002,JV-T031,OLP-0016,OLP-0016-P007,upstream/content/sets-functions-relations/relations/orders.tex,27,30,79593789022fef31c0609b9c94856e2aef5cd5e88e92864e782bb6e6e5f4bce4,translation/content/sets-functions-relations/relations/orders.tex,28,28,ed186341e68120595422008bca45a08f292eb31b1a29d8910f717ad637610ea6,pending,,
jv-Latn-ID-JV-T032-OCC-001,JV-T032,OLP-0016,OLP-0016-P017,upstream/content/sets-functions-relations/relations/orders.tex,98,102,79593789022fef31c0609b9c94856e2aef5cd5e88e92864e782bb6e6e5f4bce4,translation/content/sets-functions-relations/relations/orders.tex,116,116,ed186341e68120595422008bca45a08f292eb31b1a29d8910f717ad637610ea6,pending,,
jv-Latn-ID-JV-T032-OCC-002,JV-T032,OLP-0016,OLP-0016-P013,upstream/content/sets-functions-relations/relations/orders.tex,72,80,79593789022fef31c0609b9c94856e2aef5cd5e88e92864e782bb6e6e5f4bce4,translation/content/sets-functions-relations/relations/orders.tex,83,83,ed186341e68120595422008bca45a08f292eb31b1a29d8910f717ad637610ea6,pending,,
jv-Latn-ID-JV-T032-OCC-003,JV-T032,OLP-0016,OLP-0016-P013,upstream/content/sets-functions-relations/relations/orders.tex,72,80,79593789022fef31c0609b9c94856e2aef5cd5e88e92864e782bb6e6e5f4bce4,translation/content/sets-functions-relations/relations/orders.tex,89,89,ed186341e68120595422008bca45a08f292eb31b1a29d8910f717ad637610ea6,pending,,
jv-Latn-ID-JV-T033-OCC-001,JV-T033,OLP-0017,OLP-0017-P004,upstream/content/sets-functions-relations/relations/graphs.tex,9,10,dec624ef4e71903b72a9f0b5fcc6a15a2e0f897f9ebe881dd9c9e21333aeee75,translation/content/sets-functions-relations/relations/graphs.tex,10,10,7ae7257d4e31c62a64a45aaa31e7878c961a8c6c0bcef29914378f861975632b,pending,,
jv-Latn-ID-JV-T033-OCC-002,JV-T033,OLP-0017,OLP-0017-P005,upstream/content/sets-functions-relations/relations/graphs.tex,12,22,dec624ef4e71903b72a9f0b5fcc6a15a2e0f897f9ebe881dd9c9e21333aeee75,translation/content/sets-functions-relations/relations/graphs.tex,24,24,7ae7257d4e31c62a64a45aaa31e7878c961a8c6c0bcef29914378f861975632b,pending,,
jv-Latn-ID-JV-T033-OCC-003,JV-T033,OLP-0017,OLP-0017-P005,upstream/content/sets-functions-relations/relations/graphs.tex,12,22,dec624ef4e71903b72a9f0b5fcc6a15a2e0f897f9ebe881dd9c9e21333aeee75,translation/content/sets-functions-relations/relations/graphs.tex,13,13,7ae7257d4e31c62a64a45aaa31e7878c961a8c6c0bcef29914378f861975632b,pending,,
jv-Latn-ID-JV-T033-OCC-004,JV-T033,OLP-0017,OLP-0017-P005,upstream/content/sets-functions-relations/relations/graphs.tex,12,22,dec624ef4e71903b72a9f0b5fcc6a15a2e0f897f9ebe881dd9c9e21333aeee75,translation/content/sets-functions-relations/relations/graphs.tex,14,14,7ae7257d4e31c62a64a45aaa31e7878c961a8c6c0bcef29914378f861975632b,pending,,
jv-Latn-ID-JV-T034-OCC-001,JV-T034,OLP-0018,OLP-0018-P004,upstream/content/sets-functions-relations/relations/trees.tex,9,10,a158f1ce5b84c8c3f681dd6347b22491d1b67a91e110138b9cb6833e3d9dc23c,translation/content/sets-functions-relations/relations/trees.tex,10,10,243acfc8524dba62ea1cd9aed1ed3533a3235645f841a506e9b17e12fb7aafdb,pending,,
jv-Latn-ID-JV-T034-OCC-002,JV-T034,OLP-0018,OLP-0018-P008,upstream/content/sets-functions-relations/relations/trees.tex,37,40,a158f1ce5b84c8c3f681dd6347b22491d1b67a91e110138b9cb6833e3d9dc23c,translation/content/sets-functions-relations/relations/trees.tex,39,39,243acfc8524dba62ea1cd9aed1ed3533a3235645f841a506e9b17e12fb7aafdb,pending,,
jv-Latn-ID-JV-T034-OCC-003,JV-T034,OLP-0018,OLP-0018-P008,upstream/content/sets-functions-relations/relations/trees.tex,37,40,a158f1ce5b84c8c3f681dd6347b22491d1b67a91e110138b9cb6833e3d9dc23c,translation/content/sets-functions-relations/relations/trees.tex,44,44,243acfc8524dba62ea1cd9aed1ed3533a3235645f841a506e9b17e12fb7aafdb,pending,,
jv-Latn-ID-JV-T034-OCC-004,JV-T034,OLP-0018,OLP-0018-P012,upstream/content/sets-functions-relations/relations/trees.tex,62,64,a158f1ce5b84c8c3f681dd6347b22491d1b67a91e110138b9cb6833e3d9dc23c,translation/content/sets-functions-relations/relations/trees.tex,74,74,243acfc8524dba62ea1cd9aed1ed3533a3235645f841a506e9b17e12fb7aafdb,pending,,
jv-Latn-ID-JV-T034-OCC-005,JV-T034,OLP-0018,OLP-0018-P008,upstream/content/sets-functions-relations/relations/trees.tex,37,40,a158f1ce5b84c8c3f681dd6347b22491d1b67a91e110138b9cb6833e3d9dc23c,translation/content/sets-functions-relations/relations/trees.tex,40,40,243acfc8524dba62ea1cd9aed1ed3533a3235645f841a506e9b17e12fb7aafdb,pending,,
jv-Latn-ID-JV-T034-OCC-006,JV-T034,OLP-0018,OLP-0018-P005,upstream/content/sets-functions-relations/relations/trees.tex,12,20,a158f1ce5b84c8c3f681dd6347b22491d1b67a91e110138b9cb6833e3d9dc23c,translation/content/sets-functions-relations/relations/trees.tex,16,16,243acfc8524dba62ea1cd9aed1ed3533a3235645f841a506e9b17e12fb7aafdb,pending,,
